strain,date,region,country,division,location,region_exposure,country_exposure,division_exposure,host,Nextstrain_clade,pango_lineage,clade_nextstrain,clade_who,Nextclade_pango,originating_lab,submitting_lab
USA/WA-S17299/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17300/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.20,21K,Omicron,BA.1.20,Seattle Flu Study,Seattle Flu Study
USA/WA-S17301/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17302/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17303/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17304/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17305/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1,21K,Omicron,BA.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17306/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.18,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17307/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17308/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1.18,21K,Omicron,BA.1.1.18,Seattle Flu Study,Seattle Flu Study
USA/WA-S17309/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1.18,21K,Omicron,BA.1.1.18,Seattle Flu Study,Seattle Flu Study
USA/WA-S17310/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.20,21K,Omicron,BA.1.20,Seattle Flu Study,Seattle Flu Study
USA/WA-S17311/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17312/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17313/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17314/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17315/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17316/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17317/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17318/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17320/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17321/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17322/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17323/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17324/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1.18,21K,Omicron,BA.1.1.18,Seattle Flu Study,Seattle Flu Study
USA/WA-S17325/2022,2022-01-10,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17326/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17327/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17328/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17329/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17330/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17331/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17332/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17333/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17334/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17335/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17336/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17337/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17338/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17339/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17340/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1,21K,Omicron,BA.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17341/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17342/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17343/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17344/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17345/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17346/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17347/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.17,21K,Omicron,BA.1.17,Seattle Flu Study,Seattle Flu Study
USA/WA-S17348/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17349/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17350/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17351/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17353/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17354/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17355/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17356/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17357/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17359/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17360/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17362/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17365/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17366/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17367/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1.15,21K,Omicron,BA.1.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17368/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17369/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17370/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1,21K,Omicron,BA.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17371/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17372/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17374/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17375/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17376/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.20,21K,Omicron,BA.1.20,Seattle Flu Study,Seattle Flu Study
USA/WA-S17377/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1,21K,Omicron,BA.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17378/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17379/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17380/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17381/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17382/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17384/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.20,21K,Omicron,BA.1.20,Seattle Flu Study,Seattle Flu Study
USA/WA-S17385/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1.18,21K,Omicron,BA.1.1.18,Seattle Flu Study,Seattle Flu Study
USA/WA-S17386/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17387/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17388/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17389/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17390/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17391/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17392/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17393/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17394/2022,2022-01-11,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17398/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1,21K,Omicron,BA.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17399/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S174/2020,2020-03-19,North America,USA,Washington,King County WA,North America,USA,Washington,Human,19B,A.1,19B,,A.1,Washington State Department of Health,Seattle Flu Study
USA/WA-S17400/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17401/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1,21K,Omicron,BA.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17402/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.20,21K,Omicron,BA.1.20,Seattle Flu Study,Seattle Flu Study
USA/WA-S17403/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17405/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1,21K,Omicron,BA.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17406/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17408/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17409/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.15,21K,Omicron,BA.1.15,Seattle Flu Study,Seattle Flu Study
USA/WA-S17410/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17411/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
USA/WA-S17412/2022,2022-01-12,North America,USA,Washington,King County WA,North America,USA,Washington,Human,21K (Omicron),BA.1.1,21K,Omicron,BA.1.1,Seattle Flu Study,Seattle Flu Study
